"id","subpanel","descriptors","descriptors_raw"
"2011/01/B/HS4/00841","HS4","HS4_2","HS4_2: Mikroekonomia i ekonomia instytucjonalna"
"2011/01/B/ST6/07021","ST6","ST6_12","ST6_12: Przetwarzanie równoległe i rozproszone"
"2011/01/B/ST6/07021","ST6","ST6_9","ST6_9: Obliczenia naukowe"
"2011/01/B/HS2/04911","HS2","HS2_1","HS2_1: Historia literatury (w tym: starożytnej, nowożytnej, współczesnej; narodowej, światowej) oraz krytyka i interpretacja literacka"
"2011/01/B/HS2/04911","HS2","HS2_2","HS2_2: Teoria literatury, historia myśli literaturoznawczej, metody i orientacje badań literacko-kulturowych, antropologia literatury, komparatystyka i translatologia literacko-kulturowa"
"2011/01/B/NZ6/00286","NZ6","NZ6_3","NZ6_3: Immunologia zwierząt"
"2011/01/B/HS2/05063","HS2","HS2_12","HS2_12: Teatrologia i sztuki performatywne (aktorstwo, taniec i in.)"
"2011/01/B/HS2/05063","HS2","HS2_2","HS2_2: Teoria literatury, historia myśli literaturoznawczej, metody i orientacje badań literacko-kulturowych, antropologia literatury, komparatystyka i translatologia literacko-kulturowa"
"2011/01/B/ST1/05089","ST1","ST1_13","ST1_13: Rachunek prawdopodobieństwa i statystyka matematyczna"
"2011/01/B/HS2/05113","HS2","HS2_14","HS2_14: Kulturoznawstwo (w tym: współczesne studia kulturowe i antropologiczno-kulturowe)"
"2011/01/B/HS2/05113","HS2","HS6_2","HS6_2: Psychologia społeczna, polityczna, środowiskowa i międzykulturowa"
"2011/01/B/HS2/05113","HS2","HS1_5","HS1_5: Filozofia człowieka, teorie osoby, filozofia kultury, filozofia społeczna"
"2011/01/B/HS4/00570","HS4","HS4_6","HS4_6: Rynki finansowe, bankowość, finanse przedsiębiorstw"
"2011/01/B/HS2/05115","HS2","HS2_12","HS2_12: Teatrologia i sztuki performatywne (aktorstwo, taniec i in.)"
"2011/01/B/HS2/05115","HS2","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/ST1/01413","ST1","ST1_13","ST1_13: Rachunek prawdopodobieństwa i statystyka matematyczna"
"2011/01/B/ST1/01413","ST1","ST1_14","ST1_14: Kombinatoryka"
"2011/01/B/HS2/05120","HS2","HS2_1","HS2_1: Historia literatury (w tym: starożytnej, nowożytnej, współczesnej; narodowej, światowej) oraz krytyka i interpretacja literacka"
"2011/01/B/HS2/05120","HS2","HS2_2","HS2_2: Teoria literatury, historia myśli literaturoznawczej, metody i orientacje badań literacko-kulturowych, antropologia literatury, komparatystyka i translatologia literacko-kulturowa"
"2011/01/B/HS2/05388","HS2","HS2_2","HS2_2: Teoria literatury, historia myśli literaturoznawczej, metody i orientacje badań literacko-kulturowych, antropologia literatury, komparatystyka i translatologia literacko-kulturowa"
"2011/01/B/HS2/05388","HS2","HS2_3","HS2_3: Studia edytorsko-filologiczne, słownikowo-encyklopedyczne, dokumentacyjno-bibliograficzne"
"2011/01/B/HS2/05436","HS2","HS2_1","HS2_1: Historia literatury (w tym: starożytnej, nowożytnej, współczesnej; narodowej, światowej) oraz krytyka i interpretacja literacka"
"2011/01/B/HS2/05436","HS2","HS2_14","HS2_14: Kulturoznawstwo (w tym: współczesne studia kulturowe i antropologiczno-kulturowe)"
"2011/01/B/HS4/05178","HS4","HS4_7","HS4_7: Ekonomia behawioralna, konsumpcja i zachowania konsumentów, marketing"
"2011/01/B/HS2/05678","HS2","HS2_6","HS2_6: Językoznawstwo ogólne i porównawcze, teoria języka i teoria komunikacji, metody badań lingwistycznych (w tym: socjo-, etno-, psycho -i pragmalingwistyka), lingwistyka komputerowa;"
"2011/01/B/HS2/05678","HS2","HS2_3","HS2_3: Studia edytorsko-filologiczne, słownikowo-encyklopedyczne, dokumentacyjno-bibliograficzne"
"2011/01/B/HS4/02307","HS4","HS4_6","HS4_6: Rynki finansowe, bankowość, finanse przedsiębiorstw"
"2011/01/B/HS4/02307","HS4","HS4_12","HS4_12: Międzynarodowe stosunki gospodarcze"
"2011/01/B/HS2/05889","HS2","HS2_8","HS2_8: Historia i teoria sztuki, sztuki plastyczne, kultura wizualna"
"2011/01/B/HS2/05981","HS2","HS2_14","HS2_14: Kulturoznawstwo (w tym: współczesne studia kulturowe i antropologiczno-kulturowe)"
"2011/01/B/ST3/00512","ST3","ST3_5","ST3_5: Własności elektronowe materiałów i transportu"
"2011/01/B/ST3/00512","ST3","ST3_13","ST3_13: Fizyka mezoskopowa"
"2011/01/B/ST3/00512","ST3","ST3_17","ST3_17: Fizyka statystyczna (materii skondensowanej)"
"2011/01/B/HS2/06093","HS2","HS2_2","HS2_2: Teoria literatury, historia myśli literaturoznawczej, metody i orientacje badań literacko-kulturowych, antropologia literatury, komparatystyka i translatologia literacko-kulturowa"
"2011/01/B/HS4/00804","HS4","HS4_3","HS4_3: Ekonometria i metody statystyczne"
"2011/01/B/HS4/00804","HS4","HS4_11","HS4_11: Warunki i jakość życia, dochody, ubóstwo"
"2011/01/B/HS4/00835","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne"
"2011/01/B/HS2/06123","HS2","HS2_13","HS2_13: Filmoznawstwo i media audiowizualne"
"2011/01/B/HS2/06123","HS2","HS2_14","HS2_14: Kulturoznawstwo (w tym: współczesne studia kulturowe i antropologiczno-kulturowe)"
"2011/01/B/HS4/03298","HS4","HS4_14","HS4_14: Gospodarka przestrzenna"
"2011/01/B/HS4/03298","HS4","HS4_5","HS4_5: Ludność, gospodarka, rozwój społeczno-ekonomiczny, rozwój zrównoważony"
"2011/01/B/HS2/06182","HS2","HS2_9","HS2_9: Konserwatorstwo"
"2011/01/B/HS2/06182","HS2","HS2_8","HS2_8: Historia i teoria sztuki, sztuki plastyczne, kultura wizualna"
"2011/01/B/HS2/06182","HS2","ST5_21","ST5_21: Chemia polimerów"
"2011/01/B/HS3/00714","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS3/00714","HS3","HS3_2","HS3_2: Historia społeczna"
"2011/01/B/HS3/00714","HS3","HS3_3","HS3_3: Historia polityczna (w tym ustroju)"
"2011/01/B/ST5/06283","ST5","ST3_7","ST3_7: Półprzewodniki"
"2011/01/B/HS3/00736","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/HS3/00736","HS3","HS1_10","HS1_10: Religia i jej uwarunkowania: antropologiczne, kulturowe, socjo-psychologiczne"
"2011/01/B/ST5/00773","ST5","ST5_8","ST5_8: Nowe materiały: tlenki, stopy, kompozyty, hybrydy organiczno-nieorganiczne, nadprzewodniki"
"2011/01/B/ST5/00773","ST5","ST5_21","ST5_21: Chemia polimerów"
"2011/01/B/ST5/00773","ST5","ST4_7","ST4_7: Fizyka chemiczna"
"2011/01/B/HS3/00753","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/HS3/00753","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/ST1/01221","ST1","ST1_16","ST1_16: Analiza numeryczna i obliczenia naukowe"
"2011/01/B/HS3/00791","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS4/02858","HS4","HS4_5","HS4_5: Ludność, gospodarka, rozwój społeczno-ekonomiczny, rozwój zrównoważony"
"2011/01/B/HS3/00801","HS3","HS5_4","HS5_4: Prawo karne"
"2011/01/B/HS3/00801","HS3","HS6_2","HS6_2: Psychologia społeczna, polityczna, środowiskowa i międzykulturowa"
"2011/01/B/ST10/04930","ST10","ST10_14","ST10_14: Geografia fizyczna, geomorfologia"
"2011/01/B/ST10/04930","ST10","ST10_15","ST10_15: Geodezja, kartografia, Geograficzny System Informacji, teledetekcja"
"2011/01/B/ST10/04930","ST10","ST10_18","ST10_18: Inne zagadnienia pokrewne"
"2011/01/B/HS3/00828","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS3/00828","HS3","HS3_2","HS3_2: Historia społeczna"
"2011/01/B/HS3/00828","HS3","HS3_12","HS3_12: Dziedzictwo kulturowe (w tym: inwentaryzacja pamiątek i zabytków kultury, aktywność regionalistyczna)"
"2011/01/B/ST4/06503","ST4","ST4_15","ST4_15: Chemia teoretyczna i obliczeniowa"
"2011/01/B/HS3/01020","HS3","HS3_2","HS3_2: Historia społeczna"
"2011/01/B/HS3/01020","HS3","HS3_4","HS3_4: Historia gospodarcza"
"2011/01/B/ST8/03317","ST8","ST5_19","ST5_19: Metody badań właściwości materiałów"
"2011/01/B/ST8/03317","ST8","ST8_9","ST8_9: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2011/01/B/HS3/01233","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS3/01233","HS3","HS3_2","HS3_2: Historia społeczna"
"2011/01/B/HS3/01233","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/HS4/01051","HS4","HS4_1","HS4_1: Makroekonomia (w tym: równowaga ekonomiczna, wzrost gospodarczy, wahania koniunkturalne w globalnej gospodarce);"
"2011/01/B/HS3/01273","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS3/01282","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/ST7/06043","ST7","ST7_2","ST7_2: Elektrotechnika i elektronika: półprzewodniki, elementy i układy, systemy"
"2011/01/B/HS3/01726","HS3","HS2_14","HS2_14: Kulturoznawstwo (w tym: współczesne studia kulturowe i antropologiczno-kulturowe)"
"2011/01/B/HS3/01726","HS3","HS6_16","HS6_16: Socjologia kultury i komunikacji społecznej (w tym: medioznawstwo, dziennikarstwo, komunikacja internetowa)"
"2011/01/B/HS3/01726","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/ST8/07508","ST8","ST8_3","ST8_3: Inżynieria wodna, inżynieria lądowa, inżynieria sanitarna"
"2011/01/B/HS3/01955","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS3/01955","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/HS3/01955","HS3","HS3_12","HS3_12: Dziedzictwo kulturowe (w tym: inwentaryzacja pamiątek i zabytków kultury, aktywność regionalistyczna)"
"2011/01/B/HS4/02316","HS4","ST6_9","ST6_9: Obliczenia naukowe"
"2011/01/B/HS3/02140","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2012/05/B/HS3/03829","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2012/05/B/HS3/03829","HS3","HS3_11","HS3_11: Etnografia i antropologia kulturowa (w tym: opis kultur tradycyjnych, antropologia magii, kultu i religii, zmiana kulturowa i procesy globalistyczne, antropologia zjawisk społeczno-kulturowych, etnicznych i tożsamościowych)"
"2011/01/B/HS3/02172","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/ST8/07560","ST8","ST8_9","ST8_9: Inżynieria materiałowa (biomateriały, metale, ceramika, polimery, kompozyty)"
"2011/01/B/HS3/02175","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/HS3/02184","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/HS4/02747","HS4","HS4_7","HS4_7: Ekonomia behawioralna, konsumpcja i zachowania konsumentów, marketing"
"2011/01/B/HS4/02747","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne"
"2011/01/B/HS3/02185","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/HS3/02185","HS3","HS3_11","HS3_11: Etnografia i antropologia kulturowa (w tym: opis kultur tradycyjnych, antropologia magii, kultu i religii, zmiana kulturowa i procesy globalistyczne, antropologia zjawisk społeczno-kulturowych, etnicznych i tożsamościowych)"
"2011/01/B/ST5/01192","ST5","ST5_3","ST5_3: Modyfikacja powierzchni materiałów"
"2011/01/B/ST5/01192","ST5","ST5_6","ST5_6: Materiały porowate"
"2011/01/B/ST5/01192","ST5","NZ3_8","NZ3_8: Komórki macierzyste"
"2011/01/B/HS3/02910","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/NZ1/04338","NZ1","NZ1_4","NZ1_4: Biologia strukturalna"
"2011/01/B/NZ1/04338","NZ1","ST4_4","ST4_4: Struktura i architektura molekularna"
"2011/01/B/NZ1/04338","NZ1","NZ6_4","NZ6_4: Bakteriologia"
"2011/01/B/HS3/02918","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/HS3/02918","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/ST3/02281","ST3","ST3_12","ST3_12: Nanofizyka: nanoelekronika, nanofotonika, nanomagnetyzm"
"2011/01/B/ST3/02281","ST3","ST7_5","ST7_5: Mikro- i nanoelektronika, optoelektronika"
"2011/01/B/ST3/02281","ST3","ST2_8","ST2_8: Optyka i optyka kwantowa"
"2011/01/B/HS3/02934","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/HS3/02934","HS3","HS3_4","HS3_4: Historia gospodarcza"
"2011/01/B/HS3/02947","HS3","HS2_1","HS2_1: Historia literatury (w tym: starożytnej, nowożytnej, współczesnej; narodowej, światowej) oraz krytyka i interpretacja literacka"
"2011/03/B/HS1/00910","HS1","HS1_5","HS1_5: Filozofia człowieka, teorie osoby, filozofia kultury, filozofia społeczna"
"2011/01/B/HS3/03014","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/03/B/HS4/01629","HS4","HS4_12","HS4_12: Międzynarodowe stosunki gospodarcze"
"2011/01/B/HS3/03121","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS3/03121","HS3","HS3_2","HS3_2: Historia społeczna"
"2011/01/B/HS3/03121","HS3","HS3_5","HS3_5: Historia kultury (w tym: pamięć historyczna, historia kultury materialnej, historia architektury, historyczne studia kulturowe, zróżnicowanie kulturowe)"
"2011/01/B/ST2/05125","ST2","ST2_7","ST2_7: Fizyka atomowa i molekularna"
"2011/01/B/ST2/05125","ST2","ST2_8","ST2_8: Optyka i optyka kwantowa"
"2011/01/B/HS3/03126","HS3","HS3_11","HS3_11: Etnografia i antropologia kulturowa (w tym: opis kultur tradycyjnych, antropologia magii, kultu i religii, zmiana kulturowa i procesy globalistyczne, antropologia zjawisk społeczno-kulturowych, etnicznych i tożsamościowych)"
"2011/01/B/HS3/03126","HS3","HS6_21","HS6_21: Inne zagadnienia pokrewne"
"2011/01/B/HS3/03126","HS3","NZ2_12","NZ2_12: Inne zagadnienia pokrewne"
"2011/01/B/ST2/04069","ST2","ST2_7","ST2_7: Fizyka atomowa i molekularna"
"2011/01/B/ST2/04069","ST2","ST2_8","ST2_8: Optyka i optyka kwantowa"
"2011/01/B/ST2/04069","ST2","ST2_17","ST2_17: Fizyka statystyczna (gazy)"
"2011/01/B/HS3/03746","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS3/03746","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/NZ4/01664","NZ4","NZ3_7","NZ3_7: Przekaźnictwo sygnału"
"2011/01/B/NZ4/01664","NZ4","NZ1_2","NZ1_2: Biochemia"
"2011/01/B/NZ4/01664","NZ4","NZ4_4","NZ4_4: Patofizjologia ogólna"
"2011/01/B/HS3/04146","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/HS4/04993","HS4","HS4_15","HS4_15: Inne zagadnienia pokrewne"
"2011/01/B/HS4/04993","HS4","HS4_5","HS4_5: Ludność, gospodarka, rozwój społeczno-ekonomiczny, rozwój zrównoważony"
"2011/01/B/HS4/04993","HS4","HS4_8","HS4_8: Zarządzanie organizacjami, zarządzanie strategiczne"
"2011/01/B/HS3/04167","HS3","HS3_8","HS3_8: Archeologia ( w tym: archeologia Grecji i Rzymu; archeologia Egiptu i Nubii, archeologia Bliskiego Wschodu, archeologia Nowego Świata, archeologia pradziejowa, archeologia protohistoryczna, archeologia wczesnośredniowieczna, archeologia średniowieczna i nowożytna)"
"2011/01/B/HS3/04167","HS3","ST10_6","ST10_6: Paleoklimatologia, paleoekologia"
"2011/01/B/ST1/04056","ST1","ST1_14","ST1_14: Kombinatoryka"
"2011/01/B/HS3/04689","HS3","HS3_3","HS3_3: Historia polityczna (w tym ustroju)"
"2011/01/B/NZ3/04771","NZ3","NZ3_1","NZ3_1: Biologia komórki"
"2011/01/B/NZ3/04771","NZ3","NZ3_11","NZ3_11: Biologia rozwoju roślin"
"2011/01/B/NZ3/04771","NZ3","NZ9_1","NZ9_1: Naukowe podstawy agronomii"
"2011/01/B/HS3/04697","HS3","HS3_1","HS3_1: Historia epok dawnych (starożytna, średniowieczna, wczesnonowożytna), historia nowożytna i najnowsza (XIX-XX w.)"
"2011/01/B/HS3/04697","HS3","HS3_7","HS3_7: Archiwistyka"
"2011/01/B/HS4/04809","HS4","HS4_9","HS4_9: Zarządzanie zasobami ludzkimi, zatrudnienie i płace"
"2011/01/B/HS4/04809","HS4","HS4_12","HS4_12: Międzynarodowe stosunki gospodarcze"
